,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
60501,1979-04-01,21.221,0.303,Taipei,China,24.92N,122.36E
60502,1979-05-01,22.476,0.233,Taipei,China,24.92N,122.36E
60503,1979-06-01,25.616,0.242,Taipei,China,24.92N,122.36E
60504,1979-07-01,28.848,0.239,Taipei,China,24.92N,122.36E
60505,1979-08-01,27.786,0.276,Taipei,China,24.92N,122.36E
60506,1979-09-01,26.847,0.247,Taipei,China,24.92N,122.36E
60507,1979-10-01,23.184,0.183,Taipei,China,24.92N,122.36E
60508,1979-11-01,20.526,0.162,Taipei,China,24.92N,122.36E
60509,1979-12-01,19.456,0.219,Taipei,China,24.92N,122.36E
60510,1980-01-01,16.7,0.226,Taipei,China,24.92N,122.36E
60511,1980-02-01,16.339,0.247,Taipei,China,24.92N,122.36E
60512,1980-03-01,19.535,0.211,Taipei,China,24.92N,122.36E
60513,1980-04-01,20.657,0.187,Taipei,China,24.92N,122.36E
60514,1980-05-01,23.795,0.125,Taipei,China,24.92N,122.36E
60515,1980-06-01,27.69,0.256,Taipei,China,24.92N,122.36E
60516,1980-07-01,28.922,0.252,Taipei,China,24.92N,122.36E
60517,1980-08-01,28.31,0.237,Taipei,China,24.92N,122.36E
60518,1980-09-01,26.47,0.153,Taipei,China,24.92N,122.36E
60519,1980-10-01,24.292,0.127,Taipei,China,24.92N,122.36E
60520,1980-11-01,22.418,0.194,Taipei,China,24.92N,122.36E
60521,1980-12-01,17.231,0.143,Taipei,China,24.92N,122.36E
60522,1981-01-01,16.495,0.242,Taipei,China,24.92N,122.36E
60523,1981-02-01,17.33,0.251,Taipei,China,24.92N,122.36E
60524,1981-03-01,19.903,0.245,Taipei,China,24.92N,122.36E
60525,1981-04-01,22.45,0.317,Taipei,China,24.92N,122.36E
60526,1981-05-01,22.765,0.182,Taipei,China,24.92N,122.36E
60527,1981-06-01,25.368,0.399,Taipei,China,24.92N,122.36E
60528,1981-07-01,27.606,0.282,Taipei,China,24.92N,122.36E
60529,1981-08-01,28.718,0.322,Taipei,China,24.92N,122.36E
60530,1981-09-01,26.313,0.254,Taipei,China,24.92N,122.36E
60531,1981-10-01,23.877,0.262,Taipei,China,24.92N,122.36E
60532,1981-11-01,21.038,0.368,Taipei,China,24.92N,122.36E
60533,1981-12-01,17.29,0.287,Taipei,China,24.92N,122.36E
60534,1982-01-01,16.59,0.231,Taipei,China,24.92N,122.36E
60535,1982-02-01,17.147,0.208,Taipei,China,24.92N,122.36E
60536,1982-03-01,19.587,0.202,Taipei,China,24.92N,122.36E
60537,1982-04-01,19.613,0.145,Taipei,China,24.92N,122.36E
60538,1982-05-01,24.333,0.222,Taipei,China,24.92N,122.36E
60539,1982-06-01,25.318,0.268,Taipei,China,24.92N,122.36E
60540,1982-07-01,27.708,0.151,Taipei,China,24.92N,122.36E
60541,1982-08-01,27.533,0.122,Taipei,China,24.92N,122.36E
60542,1982-09-01,26.434,0.174,Taipei,China,24.92N,122.36E
60543,1982-10-01,24.537,0.147,Taipei,China,24.92N,122.36E
60544,1982-11-01,22.663,0.317,Taipei,China,24.92N,122.36E
60545,1982-12-01,18.142,0.256,Taipei,China,24.92N,122.36E
60546,1983-01-01,16.782,0.304,Taipei,China,24.92N,122.36E
60547,1983-02-01,16.284,0.288,Taipei,China,24.92N,122.36E
60548,1983-03-01,17.983,0.17,Taipei,China,24.92N,122.36E
60549,1983-04-01,22.631,0.167,Taipei,China,24.92N,122.36E
60550,1983-05-01,24.443,0.173,Taipei,China,24.92N,122.36E
60551,1983-06-01,26.719,0.18,Taipei,China,24.92N,122.36E
60552,1983-07-01,29.027,0.131,Taipei,China,24.92N,122.36E
60553,1983-08-01,28.306,0.139,Taipei,China,24.92N,122.36E
60554,1983-09-01,28.019,0.17,Taipei,China,24.92N,122.36E
60555,1983-10-01,25.544,0.158,Taipei,China,24.92N,122.36E
60556,1983-11-01,20.816,0.232,Taipei,China,24.92N,122.36E
60557,1983-12-01,16.942,0.334,Taipei,China,24.92N,122.36E
60558,1984-01-01,15.486,0.215,Taipei,China,24.92N,122.36E
60559,1984-02-01,15.623,0.177,Taipei,China,24.92N,122.36E
60560,1984-03-01,17.901,0.112,Taipei,China,24.92N,122.36E
60561,1984-04-01,20.467,0.146,Taipei,China,24.92N,122.36E
60562,1984-05-01,23.017,0.223,Taipei,China,24.92N,122.36E
60563,1984-06-01,26.965,0.119,Taipei,China,24.92N,122.36E
60564,1984-07-01,28.305,0.25,Taipei,China,24.92N,122.36E
60565,1984-08-01,27.598,0.26,Taipei,China,24.92N,122.36E
60566,1984-09-01,26.808,0.227,Taipei,China,24.92N,122.36E
60567,1984-10-01,24.064,0.162,Taipei,China,24.92N,122.36E
60568,1984-11-01,22.194,0.194,Taipei,China,24.92N,122.36E
60569,1984-12-01,18.021,0.174,Taipei,China,24.92N,122.36E
60570,1985-01-01,16.774,0.151,Taipei,China,24.92N,122.36E
60571,1985-02-01,17.583,0.14,Taipei,China,24.92N,122.36E
60572,1985-03-01,18.115,0.26,Taipei,China,24.92N,122.36E
60573,1985-04-01,20.191,0.316,Taipei,China,24.92N,122.36E
60574,1985-05-01,24.996,0.103,Taipei,China,24.92N,122.36E
60575,1985-06-01,25.656,0.348,Taipei,China,24.92N,122.36E
60576,1985-07-01,27.474,0.187,Taipei,China,24.92N,122.36E
60577,1985-08-01,27.642,0.16,Taipei,China,24.92N,122.36E
60578,1985-09-01,26.834,0.227,Taipei,China,24.92N,122.36E
60579,1985-10-01,24.995,0.17,Taipei,China,24.92N,122.36E
60580,1985-11-01,21.294,0.184,Taipei,China,24.92N,122.36E
60581,1985-12-01,17.872,0.225,Taipei,China,24.92N,122.36E
60582,1986-01-01,15.755,0.242,Taipei,China,24.92N,122.36E
60583,1986-02-01,14.826,0.176,Taipei,China,24.92N,122.36E
60584,1986-03-01,17.378,0.226,Taipei,China,24.92N,122.36E
60585,1986-04-01,21.446,0.247,Taipei,China,24.92N,122.36E
60586,1986-05-01,23.886,0.177,Taipei,China,24.92N,122.36E
60587,1986-06-01,26.419,0.204,Taipei,China,24.92N,122.36E
60588,1986-07-01,28.15,0.117,Taipei,China,24.92N,122.36E
60589,1986-08-01,28.15,0.262,Taipei,China,24.92N,122.36E
60590,1986-09-01,26.196,0.233,Taipei,China,24.92N,122.36E
60591,1986-10-01,23.409,0.212,Taipei,China,24.92N,122.36E
60592,1986-11-01,21.38,0.173,Taipei,China,24.92N,122.36E
60593,1986-12-01,18.515,0.191,Taipei,China,24.92N,122.36E
60594,1987-01-01,17.086,0.247,Taipei,China,24.92N,122.36E
60595,1987-02-01,17.464,0.174,Taipei,China,24.92N,122.36E
60596,1987-03-01,19.545,0.15,Taipei,China,24.92N,122.36E
60597,1987-04-01,21.135,0.161,Taipei,China,24.92N,122.36E
60598,1987-05-01,23.657,0.205,Taipei,China,24.92N,122.36E
60599,1987-06-01,25.672,0.207,Taipei,China,24.92N,122.36E
60600,1987-07-01,28.167,0.122,Taipei,China,24.92N,122.36E
60601,1987-08-01,28.621,0.316,Taipei,China,24.92N,122.36E
60602,1987-09-01,25.586,0.223,Taipei,China,24.92N,122.36E
60603,1987-10-01,25.366,0.16,Taipei,China,24.92N,122.36E
60604,1987-11-01,22.727,0.137,Taipei,China,24.92N,122.36E
60605,1987-12-01,18.419,0.167,Taipei,China,24.92N,122.36E
60606,1988-01-01,18.314,0.248,Taipei,China,24.92N,122.36E
60607,1988-02-01,17.41,0.149,Taipei,China,24.92N,122.36E
60608,1988-03-01,18.009,0.16,Taipei,China,24.92N,122.36E
60609,1988-04-01,19.987,0.198,Taipei,China,24.92N,122.36E
60610,1988-05-01,24.792,0.214,Taipei,China,24.92N,122.36E
60611,1988-06-01,27.426,0.238,Taipei,China,24.92N,122.36E
60612,1988-07-01,29.024,0.304,Taipei,China,24.92N,122.36E
60613,1988-08-01,28.22,0.144,Taipei,China,24.92N,122.36E
60614,1988-09-01,26.459,0.162,Taipei,China,24.92N,122.36E
60615,1988-10-01,24.328,0.182,Taipei,China,24.92N,122.36E
60616,1988-11-01,20.119,0.113,Taipei,China,24.92N,122.36E
60617,1988-12-01,18.052,0.165,Taipei,China,24.92N,122.36E
60618,1989-01-01,17.852,0.273,Taipei,China,24.92N,122.36E
60619,1989-02-01,17.184,0.166,Taipei,China,24.92N,122.36E
60620,1989-03-01,17.696,0.244,Taipei,China,24.92N,122.36E
60621,1989-04-01,21.255,0.225,Taipei,China,24.92N,122.36E
60622,1989-05-01,23.454,0.209,Taipei,China,24.92N,122.36E
60623,1989-06-01,26.55,0.232,Taipei,China,24.92N,122.36E
60624,1989-07-01,28.31,0.185,Taipei,China,24.92N,122.36E
60625,1989-08-01,28.077,0.316,Taipei,China,24.92N,122.36E
60626,1989-09-01,26.944,0.253,Taipei,China,24.92N,122.36E
60627,1989-10-01,23.51,0.29,Taipei,China,24.92N,122.36E
60628,1989-11-01,20.941,0.201,Taipei,China,24.92N,122.36E
60629,1989-12-01,18.209,0.201,Taipei,China,24.92N,122.36E
60630,1990-01-01,17.621,0.235,Taipei,China,24.92N,122.36E
60631,1990-02-01,18.767,0.197,Taipei,China,24.92N,122.36E
60632,1990-03-01,18.621,0.222,Taipei,China,24.92N,122.36E
60633,1990-04-01,20.39,0.114,Taipei,China,24.92N,122.36E
60634,1990-05-01,23.919,0.196,Taipei,China,24.92N,122.36E
60635,1990-06-01,26.438,0.162,Taipei,China,24.92N,122.36E
60636,1990-07-01,28.196,0.16,Taipei,China,24.92N,122.36E
60637,1990-08-01,28.117,0.236,Taipei,China,24.92N,122.36E
60638,1990-09-01,26.303,0.335,Taipei,China,24.92N,122.36E
60639,1990-10-01,23.615,0.27,Taipei,China,24.92N,122.36E
60640,1990-11-01,22.633,0.333,Taipei,China,24.92N,122.36E
60641,1990-12-01,19.079,0.232,Taipei,China,24.92N,122.36E
60642,1991-01-01,17.16,0.238,Taipei,China,24.92N,122.36E
60643,1991-02-01,16.943,0.143,Taipei,China,24.92N,122.36E
60644,1991-03-01,19.908,0.234,Taipei,China,24.92N,122.36E
60645,1991-04-01,21.318,0.181,Taipei,China,24.92N,122.36E
60646,1991-05-01,24.643,0.213,Taipei,China,24.92N,122.36E
60647,1991-06-01,27.726,0.2,Taipei,China,24.92N,122.36E
60648,1991-07-01,28.69,0.218,Taipei,China,24.92N,122.36E
60649,1991-08-01,28.269,0.179,Taipei,China,24.92N,122.36E
60650,1991-09-01,26.848,0.19,Taipei,China,24.92N,122.36E
60651,1991-10-01,23.079,0.203,Taipei,China,24.92N,122.36E
60652,1991-11-01,21.055,0.21,Taipei,China,24.92N,122.36E
60653,1991-12-01,19.275,0.159,Taipei,China,24.92N,122.36E
60654,1992-01-01,16.865,0.188,Taipei,China,24.92N,122.36E
60655,1992-02-01,16.46,0.238,Taipei,China,24.92N,122.36E
60656,1992-03-01,19.165,0.317,Taipei,China,24.92N,122.36E
60657,1992-04-01,20.961,0.35,Taipei,China,24.92N,122.36E
60658,1992-05-01,23.149,0.176,Taipei,China,24.92N,122.36E
60659,1992-06-01,25.86,0.247,Taipei,China,24.92N,122.36E
60660,1992-07-01,28.038,0.264,Taipei,China,24.92N,122.36E
60661,1992-08-01,28.098,0.13,Taipei,China,24.92N,122.36E
60662,1992-09-01,26.688,0.308,Taipei,China,24.92N,122.36E
60663,1992-10-01,22.967,0.114,Taipei,China,24.92N,122.36E
60664,1992-11-01,20.899,0.239,Taipei,China,24.92N,122.36E
60665,1992-12-01,19.567,0.402,Taipei,China,24.92N,122.36E
60666,1993-01-01,16.529,0.273,Taipei,China,24.92N,122.36E
60667,1993-02-01,17.759,0.145,Taipei,China,24.92N,122.36E
60668,1993-03-01,18.209,0.213,Taipei,China,24.92N,122.36E
60669,1993-04-01,20.744,0.185,Taipei,China,24.92N,122.36E
60670,1993-05-01,24.26,0.319,Taipei,China,24.92N,122.36E
60671,1993-06-01,26.846,0.202,Taipei,China,24.92N,122.36E
60672,1993-07-01,28.733,0.15,Taipei,China,24.92N,122.36E
60673,1993-08-01,28.546,0.216,Taipei,China,24.92N,122.36E
60674,1993-09-01,26.861,0.15,Taipei,China,24.92N,122.36E
60675,1993-10-01,23.65,0.242,Taipei,China,24.92N,122.36E
60676,1993-11-01,22.685,0.236,Taipei,China,24.92N,122.36E
60677,1993-12-01,18.377,0.161,Taipei,China,24.92N,122.36E
60678,1994-01-01,17.451,0.266,Taipei,China,24.92N,122.36E
60679,1994-02-01,17.518,0.18,Taipei,China,24.92N,122.36E
60680,1994-03-01,17.774,0.208,Taipei,China,24.92N,122.36E
60681,1994-04-01,23.046,0.146,Taipei,China,24.92N,122.36E
60682,1994-05-01,24.626,0.124,Taipei,China,24.92N,122.36E
60683,1994-06-01,27.132,0.17,Taipei,China,24.92N,122.36E
60684,1994-07-01,28.506,0.141,Taipei,China,24.92N,122.36E
60685,1994-08-01,27.974,0.11,Taipei,China,24.92N,122.36E
60686,1994-09-01,25.965,0.232,Taipei,China,24.92N,122.36E
60687,1994-10-01,23.774,0.129,Taipei,China,24.92N,122.36E
60688,1994-11-01,22.86,0.173,Taipei,China,24.92N,122.36E
60689,1994-12-01,20.834,0.279,Taipei,China,24.92N,122.36E
60690,1995-01-01,16.963,0.253,Taipei,China,24.92N,122.36E
60691,1995-02-01,15.652,0.175,Taipei,China,24.92N,122.36E
60692,1995-03-01,18.091,0.139,Taipei,China,24.92N,122.36E
60693,1995-04-01,22.054,0.214,Taipei,China,24.92N,122.36E
60694,1995-05-01,23.625,0.141,Taipei,China,24.92N,122.36E
60695,1995-06-01,26.696,0.129,Taipei,China,24.92N,122.36E
60696,1995-07-01,27.994,0.139,Taipei,China,24.92N,122.36E
60697,1995-08-01,27.948,0.195,Taipei,China,24.92N,122.36E
60698,1995-09-01,26.877,0.194,Taipei,China,24.92N,122.36E
60699,1995-10-01,24.87,0.156,Taipei,China,24.92N,122.36E
60700,1995-11-01,20.814,0.159,Taipei,China,24.92N,122.36E
60701,1995-12-01,17.689,0.174,Taipei,China,24.92N,122.36E
60702,1996-01-01,17.274,0.241,Taipei,China,24.92N,122.36E
60703,1996-02-01,16.172,0.162,Taipei,China,24.92N,122.36E
60704,1996-03-01,19.253,0.114,Taipei,China,24.92N,122.36E
60705,1996-04-01,19.169,0.209,Taipei,China,24.92N,122.36E
60706,1996-05-01,22.67,0.094,Taipei,China,24.92N,122.36E
60707,1996-06-01,27.787,0.091,Taipei,China,24.92N,122.36E
60708,1996-07-01,28.667,0.205,Taipei,China,24.92N,122.36E
60709,1996-08-01,27.99,0.258,Taipei,China,24.92N,122.36E
60710,1996-09-01,27.195,0.201,Taipei,China,24.92N,122.36E
60711,1996-10-01,24.628,0.172,Taipei,China,24.92N,122.36E
60712,1996-11-01,22.656,0.202,Taipei,China,24.92N,122.36E
60713,1996-12-01,18.551,0.312,Taipei,China,24.92N,122.36E
60714,1997-01-01,16.922,0.186,Taipei,China,24.92N,122.36E
60715,1997-02-01,16.988,0.246,Taipei,China,24.92N,122.36E
60716,1997-03-01,19.741,0.182,Taipei,China,24.92N,122.36E
60717,1997-04-01,21.719,0.146,Taipei,China,24.92N,122.36E
60718,1997-05-01,24.814,0.28,Taipei,China,24.92N,122.36E
60719,1997-06-01,25.743,0.254,Taipei,China,24.92N,122.36E
60720,1997-07-01,27.967,0.245,Taipei,China,24.92N,122.36E
60721,1997-08-01,28.115,0.171,Taipei,China,24.92N,122.36E
60722,1997-09-01,25.76,0.272,Taipei,China,24.92N,122.36E
60723,1997-10-01,24.17,0.268,Taipei,China,24.92N,122.36E
60724,1997-11-01,22.737,0.198,Taipei,China,24.92N,122.36E
60725,1997-12-01,19.61,0.172,Taipei,China,24.92N,122.36E
60726,1998-01-01,17.718,0.236,Taipei,China,24.92N,122.36E
60727,1998-02-01,18.019,0.224,Taipei,China,24.92N,122.36E
60728,1998-03-01,19.761,0.271,Taipei,China,24.92N,122.36E
60729,1998-04-01,23.511,0.206,Taipei,China,24.92N,122.36E
60730,1998-05-01,25.376,0.158,Taipei,China,24.92N,122.36E
60731,1998-06-01,26.975,0.204,Taipei,China,24.92N,122.36E
60732,1998-07-01,29.15,0.155,Taipei,China,24.92N,122.36E
60733,1998-08-01,29.275,0.167,Taipei,China,24.92N,122.36E
60734,1998-09-01,26.861,0.264,Taipei,China,24.92N,122.36E
60735,1998-10-01,25.282,0.242,Taipei,China,24.92N,122.36E
60736,1998-11-01,23.123,0.151,Taipei,China,24.92N,122.36E
60737,1998-12-01,20.356,0.177,Taipei,China,24.92N,122.36E
60738,1999-01-01,18.3,0.205,Taipei,China,24.92N,122.36E
60739,1999-02-01,17.58,0.212,Taipei,China,24.92N,122.36E
60740,1999-03-01,20.325,0.133,Taipei,China,24.92N,122.36E
60741,1999-04-01,21.692,0.22,Taipei,China,24.92N,122.36E
60742,1999-05-01,23.144,0.155,Taipei,China,24.92N,122.36E
60743,1999-06-01,26.922,0.191,Taipei,China,24.92N,122.36E
60744,1999-07-01,28.107,0.249,Taipei,China,24.92N,122.36E
60745,1999-08-01,27.992,0.275,Taipei,China,24.92N,122.36E
60746,1999-09-01,27.165,0.167,Taipei,China,24.92N,122.36E
60747,1999-10-01,24.986,0.208,Taipei,China,24.92N,122.36E
60748,1999-11-01,21.887,0.16,Taipei,China,24.92N,122.36E
60749,1999-12-01,18.342,0.138,Taipei,China,24.92N,122.36E
60750,2000-01-01,18.086,0.235,Taipei,China,24.92N,122.36E
60751,2000-02-01,16.874,0.15,Taipei,China,24.92N,122.36E
60752,2000-03-01,19.186,0.275,Taipei,China,24.92N,122.36E
60753,2000-04-01,21.147,0.217,Taipei,China,24.92N,122.36E
60754,2000-05-01,24.224,0.285,Taipei,China,24.92N,122.36E
60755,2000-06-01,26.927,0.32,Taipei,China,24.92N,122.36E
60756,2000-07-01,28.059,0.215,Taipei,China,24.92N,122.36E
60757,2000-08-01,27.867,0.319,Taipei,China,24.92N,122.36E
60758,2000-09-01,26.369,0.177,Taipei,China,24.92N,122.36E
60759,2000-10-01,25.534,0.199,Taipei,China,24.92N,122.36E
60760,2000-11-01,22.606,0.249,Taipei,China,24.92N,122.36E
60761,2000-12-01,20.265,0.248,Taipei,China,24.92N,122.36E
60762,2001-01-01,18.336,0.306,Taipei,China,24.92N,122.36E
60763,2001-02-01,18.396,0.297,Taipei,China,24.92N,122.36E
60764,2001-03-01,19.307,0.164,Taipei,China,24.92N,122.36E
60765,2001-04-01,21.631,0.261,Taipei,China,24.92N,122.36E
60766,2001-05-01,24.452,0.161,Taipei,China,24.92N,122.36E
60767,2001-06-01,27.3,0.294,Taipei,China,24.92N,122.36E
60768,2001-07-01,28.512,0.279,Taipei,China,24.92N,122.36E
60769,2001-08-01,28.934,0.442,Taipei,China,24.92N,122.36E
60770,2001-09-01,26.38,0.34,Taipei,China,24.92N,122.36E
60771,2001-10-01,24.397,0.143,Taipei,China,24.92N,122.36E
60772,2001-11-01,21.371,0.256,Taipei,China,24.92N,122.36E
60773,2001-12-01,18.825,0.217,Taipei,China,24.92N,122.36E
60774,2002-01-01,17.266,0.165,Taipei,China,24.92N,122.36E
60775,2002-02-01,18.252,0.21,Taipei,China,24.92N,122.36E
60776,2002-03-01,20.96,0.189,Taipei,China,24.92N,122.36E
60777,2002-04-01,23.244,0.126,Taipei,China,24.92N,122.36E
60778,2002-05-01,25.345,0.232,Taipei,China,24.92N,122.36E
60779,2002-06-01,27.442,0.133,Taipei,China,24.92N,122.36E
60780,2002-07-01,28.207,0.202,Taipei,China,24.92N,122.36E
60781,2002-08-01,28.334,0.181,Taipei,China,24.92N,122.36E
60782,2002-09-01,26.861,0.326,Taipei,China,24.92N,122.36E
60783,2002-10-01,24.586,0.297,Taipei,China,24.92N,122.36E
60784,2002-11-01,21.381,0.159,Taipei,China,24.92N,122.36E
60785,2002-12-01,19.487,0.18,Taipei,China,24.92N,122.36E
60786,2003-01-01,16.713,0.323,Taipei,China,24.92N,122.36E
60787,2003-02-01,18.29,0.204,Taipei,China,24.92N,122.36E
60788,2003-03-01,18.556,0.18,Taipei,China,24.92N,122.36E
60789,2003-04-01,22.622,0.21,Taipei,China,24.92N,122.36E
60790,2003-05-01,24.367,0.188,Taipei,China,24.92N,122.36E
60791,2003-06-01,26.235,0.332,Taipei,China,24.92N,122.36E
60792,2003-07-01,29.506,0.329,Taipei,China,24.92N,122.36E
60793,2003-08-01,28.969,0.116,Taipei,China,24.92N,122.36E
60794,2003-09-01,27.915,0.49,Taipei,China,24.92N,122.36E
60795,2003-10-01,24.347,0.62,Taipei,China,24.92N,122.36E
60796,2003-11-01,22.731,0.121,Taipei,China,24.92N,122.36E
60797,2003-12-01,18.418,0.224,Taipei,China,24.92N,122.36E
60798,2004-01-01,16.642,0.326,Taipei,China,24.92N,122.36E
60799,2004-02-01,18.223,0.207,Taipei,China,24.92N,122.36E
60800,2004-03-01,18.494,0.261,Taipei,China,24.92N,122.36E
60801,2004-04-01,21.423,0.333,Taipei,China,24.92N,122.36E
60802,2004-05-01,25.35,0.16,Taipei,China,24.92N,122.36E
60803,2004-06-01,26.541,0.169,Taipei,China,24.92N,122.36E
60804,2004-07-01,28.172,0.185,Taipei,China,24.92N,122.36E
60805,2004-08-01,28.416,0.234,Taipei,China,24.92N,122.36E
60806,2004-09-01,26.576,0.234,Taipei,China,24.92N,122.36E
60807,2004-10-01,23.213,0.174,Taipei,China,24.92N,122.36E
60808,2004-11-01,22.511,0.183,Taipei,China,24.92N,122.36E
60809,2004-12-01,19.605,0.214,Taipei,China,24.92N,122.36E
60810,2005-01-01,16.396,0.152,Taipei,China,24.92N,122.36E
60811,2005-02-01,17.134,0.225,Taipei,China,24.92N,122.36E
60812,2005-03-01,17.069,0.189,Taipei,China,24.92N,122.36E
60813,2005-04-01,22.002,0.119,Taipei,China,24.92N,122.36E
60814,2005-05-01,25.016,0.233,Taipei,China,24.92N,122.36E
60815,2005-06-01,26.8,0.146,Taipei,China,24.92N,122.36E
60816,2005-07-01,28.321,0.244,Taipei,China,24.92N,122.36E
60817,2005-08-01,27.94,0.099,Taipei,China,24.92N,122.36E
60818,2005-09-01,27.694,0.186,Taipei,China,24.92N,122.36E
60819,2005-10-01,24.795,0.154,Taipei,China,24.92N,122.36E
60820,2005-11-01,23.051,0.231,Taipei,China,24.92N,122.36E
60821,2005-12-01,17.175,0.172,Taipei,China,24.92N,122.36E
60822,2006-01-01,18.145,0.214,Taipei,China,24.92N,122.36E
60823,2006-02-01,18.173,0.203,Taipei,China,24.92N,122.36E
60824,2006-03-01,18.884,0.343,Taipei,China,24.92N,122.36E
60825,2006-04-01,22.334,0.447,Taipei,China,24.92N,122.36E
60826,2006-05-01,24.604,0.428,Taipei,China,24.92N,122.36E
60827,2006-06-01,26.69,0.244,Taipei,China,24.92N,122.36E
60828,2006-07-01,28.454,0.4,Taipei,China,24.92N,122.36E
60829,2006-08-01,28.485,0.57,Taipei,China,24.92N,122.36E
60830,2006-09-01,26.596,0.237,Taipei,China,24.92N,122.36E
60831,2006-10-01,25.412,0.312,Taipei,China,24.92N,122.36E
60832,2006-11-01,23.123,0.461,Taipei,China,24.92N,122.36E
60833,2006-12-01,19.646,0.337,Taipei,China,24.92N,122.36E
60834,2007-01-01,17.918,0.346,Taipei,China,24.92N,122.36E
60835,2007-02-01,19.384,0.224,Taipei,China,24.92N,122.36E
60836,2007-03-01,20.012,0.34,Taipei,China,24.92N,122.36E
60837,2007-04-01,20.746,0.322,Taipei,China,24.92N,122.36E
60838,2007-05-01,24.79,0.378,Taipei,China,24.92N,122.36E
60839,2007-06-01,26.995,0.21,Taipei,China,24.92N,122.36E
60840,2007-07-01,29.433,0.301,Taipei,China,24.92N,122.36E
60841,2007-08-01,28.017,0.156,Taipei,China,24.92N,122.36E
60842,2007-09-01,27.08,0.215,Taipei,China,24.92N,122.36E
60843,2007-10-01,24.745,0.17,Taipei,China,24.92N,122.36E
60844,2007-11-01,21.499,0.235,Taipei,China,24.92N,122.36E
60845,2007-12-01,19.97,0.165,Taipei,China,24.92N,122.36E
60846,2008-01-01,17.727,0.293,Taipei,China,24.92N,122.36E
60847,2008-02-01,15.526,0.189,Taipei,China,24.92N,122.36E
60848,2008-03-01,19.254,0.209,Taipei,China,24.92N,122.36E
60849,2008-04-01,21.877,0.252,Taipei,China,24.92N,122.36E
60850,2008-05-01,24.234,0.191,Taipei,China,24.92N,122.36E
60851,2008-06-01,26.918,0.197,Taipei,China,24.92N,122.36E
60852,2008-07-01,28.32,0.215,Taipei,China,24.92N,122.36E
60853,2008-08-01,28.447,0.206,Taipei,China,24.92N,122.36E
60854,2008-09-01,27.284,0.27,Taipei,China,24.92N,122.36E
60855,2008-10-01,25.509,0.15,Taipei,China,24.92N,122.36E
60856,2008-11-01,22.132,0.205,Taipei,China,24.92N,122.36E
60857,2008-12-01,19.022,0.192,Taipei,China,24.92N,122.36E
60858,2009-01-01,16.624,0.204,Taipei,China,24.92N,122.36E
60859,2009-02-01,20.221,0.304,Taipei,China,24.92N,122.36E
60860,2009-03-01,19.151,0.291,Taipei,China,24.92N,122.36E
60861,2009-04-01,20.708,0.328,Taipei,China,24.92N,122.36E
60862,2009-05-01,24.126,0.267,Taipei,China,24.92N,122.36E
60863,2009-06-01,26.955,0.143,Taipei,China,24.92N,122.36E
60864,2009-07-01,28.586,0.441,Taipei,China,24.92N,122.36E
60865,2009-08-01,28.571,0.331,Taipei,China,24.92N,122.36E
60866,2009-09-01,28.212,0.298,Taipei,China,24.92N,122.36E
60867,2009-10-01,24.571,0.226,Taipei,China,24.92N,122.36E
60868,2009-11-01,21.876,0.243,Taipei,China,24.92N,122.36E
60869,2009-12-01,18.026,0.189,Taipei,China,24.92N,122.36E
60870,2010-01-01,17.695,0.193,Taipei,China,24.92N,122.36E
60871,2010-02-01,18.69,0.202,Taipei,China,24.92N,122.36E
60872,2010-03-01,19.867,0.245,Taipei,China,24.92N,122.36E
60873,2010-04-01,20.45,0.176,Taipei,China,24.92N,122.36E
60874,2010-05-01,24.295,0.281,Taipei,China,24.92N,122.36E
60875,2010-06-01,25.776,0.3,Taipei,China,24.92N,122.36E
60876,2010-07-01,28.723,0.24,Taipei,China,24.92N,122.36E
60877,2010-08-01,28.782,0.427,Taipei,China,24.92N,122.36E
60878,2010-09-01,27.62,0.202,Taipei,China,24.92N,122.36E
60879,2010-10-01,24.359,0.213,Taipei,China,24.92N,122.36E
60880,2010-11-01,21.569,0.22,Taipei,China,24.92N,122.36E
60881,2010-12-01,18.203,0.294,Taipei,China,24.92N,122.36E
60882,2011-01-01,14.873,0.287,Taipei,China,24.92N,122.36E
60883,2011-02-01,17.485,0.235,Taipei,China,24.92N,122.36E
60884,2011-03-01,16.698,0.316,Taipei,China,24.92N,122.36E
60885,2011-04-01,20.821,0.248,Taipei,China,24.92N,122.36E
60886,2011-05-01,23.767,0.254,Taipei,China,24.92N,122.36E
60887,2011-06-01,27.449,0.311,Taipei,China,24.92N,122.36E
60888,2011-07-01,28.328,0.248,Taipei,China,24.92N,122.36E
60889,2011-08-01,28.711,0.196,Taipei,China,24.92N,122.36E
60890,2011-09-01,26.997,0.187,Taipei,China,24.92N,122.36E
60891,2011-10-01,24.218,0.201,Taipei,China,24.92N,122.36E
60892,2011-11-01,23.331,0.281,Taipei,China,24.92N,122.36E
60893,2011-12-01,17.944,0.396,Taipei,China,24.92N,122.36E
60894,2012-01-01,16.959,0.341,Taipei,China,24.92N,122.36E
60895,2012-02-01,17.248,0.354,Taipei,China,24.92N,122.36E
60896,2012-03-01,19.328,0.381,Taipei,China,24.92N,122.36E
60897,2012-04-01,22.457,0.36,Taipei,China,24.92N,122.36E
60898,2012-05-01,24.708,0.34,Taipei,China,24.92N,122.36E
